London-Road,South-Willesborough,Collyhurst-Weir,Alfoldean,Denham-Lodge,Kirkby,Morwick,Ower,Great-Corby,Elm-Park-(Bretons-Farm)
0.213,0.099,0.998,0.215,0.081,0.575,1.44,0.116,9.88,0.084
0.35,0.099,1.63,0.214,0.079,0.565,1.36,0.123,9.89,0.227
0.22,0.094,1.03,0.216,0.077,0.646,1.34,0.123,11.4,0.093
0.264,0.11,1.3,0.206,0.074,0.715,1.27,0.123,10.6,0.089
0.277,0.098,1.34,0.217,0.076,1.39,1.23,0.123,11.3,0.13
0.37,0.094,1.51,0.279,0.083,1.59,1.25,0.144,20.8,0.154
1.28,0.126,3.63,0.222,0.086,2.67,1.34,0.146,43.6,0.84
1.7,0.134,4.16,0.253,0.087,2.65,1.53,0.161,48.2,0.548
1.25,0.132,3.39,0.394,0.091,3.14,1.69,0.144,40.4,0.335
1.09,0.133,2.68,0.24,0.084,1.91,1.53,0.135,48.1,0.249
0.456,0.116,1.33,0.222,0.078,0.985,1.46,0.125,33.9,0.109
0.338,0.108,1.12,0.545,0.079,0.782,1.34,0.126,25.9,0.096
0.277,0.101,1.05,0.46,0.075,0.715,1.27,0.126,21.6,0.092
0.242,0.098,1.01,0.485,0.076,0.681,1.24,0.13,18.6,0.093
0.227,0.097,0.985,1.89,0.076,0.664,1.22,0.134,16.3,0.093
0.22,0.095,0.971,0.251,0.077,0.661,1.22,0.138,14.5,0.089
0.453,0.096,1.79,0.189,0.073,0.978,1.21,0.139,13.4,0.092
0.284,0.098,1.13,0.2,0.073,0.659,1.17,0.138,13,0.086
0.231,0.088,0.998,1.89,0.075,0.63,1.16,0.134,11.9,0.083
0.228,0.092,1.39,0.471,0.076,1.61,1.91,0.14,42.9,0.081
0.779,0.107,2.71,0.401,0.093,5.65,38.7,0.175,97.1,0.442
0.527,0.143,1.4,0.454,0.096,1.6,14.7,0.176,58.6,0.625
0.316,0.124,1.21,0.333,0.084,1.08,7.13,0.15,39.5,0.135
0.27,0.11,1.06,0.243,0.079,0.864,4.94,0.14,31.1,0.106
0.243,0.103,1.02,0.253,0.077,0.768,3.92,0.141,25.8,0.096
0.222,0.1,1.01,0.244,0.077,0.695,3.29,0.152,21.9,0.093
0.488,0.117,2.06,0.257,0.078,1.67,2.87,0.194,19.1,0.47
0.469,0.288,1.68,0.718,0.1,1.56,2.67,0.637,19.5,0.693
0.331,0.688,1.28,0.9,0.097,1.01,2.75,0.396,21.8,0.277
0.729,0.361,2.4,1.34,0.096,2.17,7.98,0.35,27.5,0.531
0.459,0.299,1.36,0.655,0.087,2.33,23.5,0.233,38.6,0.166
1.73,0.255,4.75,0.546,0.093,5.38,15.5,0.229,34.7,0.493
4.25,1.65,10.2,3.67,0.142,10.7,110,2.55,181,0.712
3,1.23,9.03,4.13,0.142,7.42,60,2.86,119,0.329
2.3,0.565,4.96,1.42,0.117,4.96,26.8,0.614,88.5,0.172
1.51,0.355,2.3,0.749,0.107,2.88,16,0.377,72.2,0.143
0.924,0.36,2.21,0.721,0.111,2.01,11.5,0.326,52.5,0.235
0.643,0.545,1.63,0.893,0.106,1.53,10.2,0.336,46,0.156
0.578,0.516,1.64,0.611,0.101,1.87,9.32,0.551,69.6,0.147
0.563,2.98,2.1,0.497,0.107,1.41,9.25,0.462,61.3,0.818
0.744,1.57,3.19,1.58,0.105,2.12,7.56,1.51,66.3,0.519
0.933,3.4,2.52,10.9,0.161,2.43,25.2,4.77,99.8,0.871
0.938,1.64,5.05,6.37,0.193,4.7,24.7,3.75,135,0.61
1.53,0.799,4.22,1.68,0.157,6.58,27.6,1.01,173,0.236
1.38,0.533,2.49,0.907,0.14,3.51,15.7,0.604,94.4,0.163
1.83,0.638,4.7,4.76,0.149,3.99,31.6,3.89,149,0.247
1.38,0.869,3.49,3.96,0.138,3.37,24,1.78,136,0.148
2.55,0.639,9.43,1.58,0.138,10.9,43,0.874,218,0.148
2.17,0.461,3.39,1.25,0.13,5.05,22.4,0.807,116,0.129
1.44,0.4,3.32,0.887,0.126,3.19,15.3,0.547,97.2,0.12
1.4,0.439,2.8,0.84,0.124,3.19,13.7,0.476,99.4,0.183
1.06,0.513,2.05,0.812,0.122,2.46,12.6,0.423,90.9,0.126
0.79,0.39,1.59,0.624,0.116,1.76,9.61,0.354,66.3,0.111
0.677,0.343,1.5,0.494,0.114,1.54,8.18,0.329,53.8,0.119
0.633,0.36,1.47,0.541,0.112,1.53,7.29,0.322,47.1,0.284
0.563,0.334,1.27,0.469,0.11,1.3,6.77,0.296,39.4,0.122
0.49,0.282,1.19,0.43,0.106,1.12,6.14,0.27,34,0.109
0.437,0.257,1.17,0.382,0.101,0.998,5.41,0.256,30,0.104
0.427,0.244,1.07,0.333,0.099,0.922,4.93,0.25,26.9,0.102
0.382,0.235,1.08,0.317,0.096,0.891,4.73,0.246,24.8,0.105
0.347,0.234,1.08,0.314,0.096,0.864,4.48,0.243,23.2,0.108
0.323,0.232,1.04,0.318,0.093,0.843,4.18,0.244,21.7,0.104
0.309,0.225,1.01,0.29,0.089,0.843,3.99,0.244,20.3,0.105
0.353,0.24,1.42,0.318,0.09,1.14,4.14,0.253,20.1,0.177
0.37,0.25,1.09,0.339,0.088,0.905,4.15,0.26,19.1,0.115
0.347,0.25,1.06,0.331,0.091,0.785,24.4,0.245,19,0.122
0.328,0.22,1.09,0.307,0.092,0.808,80.4,0.237,18.8,0.108
0.318,0.216,1.15,0.269,0.089,0.858,30.3,0.231,17.6,0.097
0.305,0.205,1.01,0.252,0.085,0.769,17.8,0.229,16,0.092
0.348,0.196,1.42,0.339,0.084,0.802,16.2,0.227,15.3,0.149
0.429,0.212,1.68,1.27,0.113,1.08,16.7,1.52,18.3,0.157
0.53,0.436,1.45,12.2,0.18,1.94,21.9,8.14,27.6,0.261
0.664,3.1,2.59,5.79,0.148,4.29,43,4.43,41.5,0.163
1.33,1.49,5.01,2.37,0.128,3.54,27.5,1.71,59.9,0.122
1.78,0.836,3.71,1.34,0.116,3.96,15.7,0.816,43,0.122
1.38,0.606,2.02,0.962,0.107,2.78,27.9,0.612,33.8,0.112
0.847,0.718,1.59,1.61,0.111,2.82,19.7,2.87,29.5,0.2
0.653,1.39,1.35,4.84,0.114,2.29,13.8,4.59,25.9,0.15
0.55,0.751,1.47,2.03,0.109,1.58,11.3,1.27,23.4,0.124
0.56,0.59,1.4,1.2,0.102,1.35,10.4,0.766,23.4,0.114
0.509,0.507,1.21,0.975,0.097,1.2,9.76,0.611,23.1,0.11
0.456,0.456,1.12,0.839,0.094,1.06,8.7,0.526,21.2,0.107
0.412,0.424,1.1,0.734,0.09,1,7.27,0.478,19.5,0.106
0.383,0.404,1.06,0.704,0.088,0.973,6.96,0.447,18.6,0.111
0.363,0.389,1.16,0.661,0.085,0.957,6.74,0.431,17.9,0.11
0.398,0.37,1.21,0.628,0.08,0.9,6.2,0.414,18.6,0.102
0.373,0.323,1.09,0.534,0.074,0.804,5.55,0.374,16.5,0.098
0.353,0.301,1.29,0.478,0.075,1.05,4.96,0.345,16.1,0.098
0.375,0.308,1.06,0.52,0.099,0.806,4.71,0.345,17.9,0.099
0.395,0.281,1.3,0.443,0.099,0.785,4.38,0.32,17,0.097
0.413,0.287,1.28,0.42,0.097,0.937,4.1,0.319,16.9,0.097
0.421,0.288,1.18,0.416,0.093,0.898,4.2,0.312,17.9,0.098
0.498,0.283,1.84,0.422,0.091,2.07,4.56,0.308,19.5,0.098
0.603,0.279,1.35,0.405,0.094,1.34,4.2,0.3,17.6,0.098
0.546,0.268,1.23,0.377,0.087,1.03,3.88,0.29,15.9,0.094
0.487,0.309,1.19,0.382,0.089,0.941,4.05,0.287,15.3,0.095
0.438,0.497,1.1,0.39,0.087,0.852,4.69,0.282,14.8,0.098
0.395,0.585,1.07,0.376,0.083,0.796,4.69,0.268,14,0.098
0.357,0.664,1.07,0.36,0.082,0.833,3.84,0.259,12.9,0.098
0.606,3.58,3.57,4.04,0.26,2.65,4.4,1.38,18.5,1.26
0.943,5.4,3.15,3.43,0.228,1.75,20.6,0.888,68.6,0.413
0.974,3.87,1.96,1.6,0.189,1.27,16.8,0.817,47.3,0.408
0.707,2.53,1.49,1.12,0.167,1.16,10.1,0.541,32.3,0.252
0.606,1.6,1.54,0.919,0.126,1.58,8.06,0.482,30.3,0.294
0.533,1.15,1.24,0.862,0.117,1.18,6.84,0.455,26,0.214
0.472,0.909,1.28,0.794,0.114,1.12,6.31,0.415,23.4,0.184
0.423,0.747,1.17,0.685,0.111,1.06,7.09,0.375,21.1,0.151
0.387,0.711,1.16,0.646,0.116,0.996,7.92,0.35,19.5,0.178
0.36,0.878,1.12,1.7,0.127,0.899,6.87,0.429,18.1,0.37
0.339,1.07,1.09,2.42,0.124,0.938,6.05,0.515,17.1,0.237
0.461,0.824,2.2,1.45,0.118,3.88,7.7,0.496,72.1,0.187
0.641,0.785,1.87,1.3,0.121,2.25,16.5,0.869,161,0.227
0.547,0.692,1.3,1.1,0.113,1.45,8.88,0.601,60.5,0.153
0.394,0.637,1.17,0.967,0.112,1.27,7.1,0.517,46.1,0.144
0.397,0.578,1.33,0.86,0.112,1.17,6.39,0.616,50.5,0.135
0.376,0.54,1.16,0.853,0.118,1.03,5.92,0.759,43.2,0.129
0.395,0.647,1.83,0.946,0.121,1.33,6.33,0.77,49.7,0.199
0.695,1.53,2.39,1.34,0.123,1.13,6.21,0.986,55,0.22
0.809,1.01,2.21,1.24,0.115,1.3,8.35,0.651,62.8,0.25
0.803,0.834,2.08,1.1,0.108,1.46,12.3,0.552,68.6,0.18
0.954,0.727,2.99,0.97,0.109,1.43,9.23,0.571,77.3,0.166
0.776,0.603,1.57,0.776,0.106,1.04,7.34,0.479,51.2,0.133
0.613,0.54,1.4,0.652,0.102,0.919,6.23,0.42,40.6,0.121
0.513,0.507,1.31,0.607,0.105,0.861,5.69,0.396,34.9,0.128
0.448,0.475,1.23,0.576,0.098,0.82,5.28,0.379,30.7,0.126
0.409,0.46,1.17,0.537,0.096,0.781,5.04,0.365,27.3,0.137
0.375,0.467,1.12,0.529,0.098,0.729,4.79,0.35,24.6,0.116
0.349,0.457,1.16,0.478,0.095,0.721,4.81,0.337,22.5,0.106
0.335,0.436,1.11,0.465,0.094,0.686,5.57,0.319,21,0.103
0.314,0.408,1.05,0.429,0.092,0.672,5.11,0.3,19.2,0.098
0.295,0.396,1.03,0.423,0.094,0.664,4.37,0.297,17.5,0.101
0.281,0.391,1.04,0.413,0.093,0.654,3.55,0.299,16.5,0.1
0.273,0.382,1.02,0.405,0.086,0.665,3.83,0.297,15.9,0.101
0.263,0.371,1,0.398,0.096,0.634,3.86,0.289,15.3,0.104
0.257,0.362,0.999,0.377,0.09,0.633,3.83,0.279,15,0.103
0.253,0.351,1.04,0.359,0.088,0.625,3.9,0.275,14.5,0.096
0.251,0.347,1.1,0.352,0.087,0.619,3.75,0.273,14.1,0.093
0.25,0.344,1.1,0.354,0.087,0.624,3.63,0.275,13.7,0.096
0.276,0.355,2.04,0.356,0.091,0.811,3.52,0.291,13.8,0.241
0.407,0.369,1.42,0.376,0.09,0.637,3.56,0.346,19.8,0.135
0.373,0.331,1.17,0.345,0.087,0.599,3.23,0.297,16.2,0.102
0.323,0.316,1.13,0.319,0.082,0.592,3.01,0.273,14.2,0.097
0.295,0.309,1.28,0.307,0.083,0.942,2.91,0.267,13.4,0.111
0.583,0.633,3.16,1.53,0.138,4.57,3.03,0.528,20.3,0.54
0.66,0.713,1.73,1.6,0.114,2.16,3.16,0.438,26.8,0.198
0.647,0.657,4.36,1.36,0.121,3.35,4.07,0.922,39.6,0.668
1.11,2.02,2.85,8.89,0.165,2.98,13.4,5.47,91.5,0.686
0.687,1.01,1.83,2.68,0.14,2.41,7.88,1.65,80.5,0.336
0.608,0.821,1.61,1.43,0.128,1.99,7.14,0.927,85.6,0.205
0.192,0.508,1.56,0.335,0.057,0.594,1.47,0.167,8.78,0.152
0.184,0.286,1.33,0.314,0.056,0.569,1.45,0.162,8.61,0.122
0.183,0.239,1.21,0.285,0.054,0.568,1.5,0.156,8.53,0.109
0.229,0.173,1.46,0.267,0.054,0.682,1.69,0.153,8.81,0.106
0.225,0.211,1.39,0.28,0.056,0.771,1.72,0.152,9.29,0.1
0.328,0.196,2.12,0.273,0.055,1.61,1.65,0.147,9.48,0.111
0.436,0.183,2.46,0.259,0.053,0.82,1.64,0.141,14.1,0.096
0.237,0.175,1.54,0.249,0.053,0.619,1.65,0.137,15.6,0.082
0.221,0.167,1.36,0.232,0.051,0.577,1.45,0.135,15.4,0.088
0.196,0.169,1.26,0.222,0.053,0.562,1.38,0.134,13.5,0.094
0.22,0.187,1.23,0.217,0.055,0.803,1.54,0.136,15.5,0.124
0.206,0.238,1.37,0.262,0.055,1.33,1.51,0.145,13.9,0.237
0.208,0.207,1.32,0.26,0.057,0.804,1.43,0.151,12.3,0.097
0.188,0.177,1.27,0.242,0.055,0.656,1.38,0.147,11.4,0.089
0.178,0.16,1.28,0.223,0.042,0.581,1.33,0.13,10.5,0.083
0.175,0.152,1.27,0.207,0.044,0.559,1.29,0.123,9.76,0.078
0.172,0.146,1.25,0.193,0.045,0.555,1.27,0.119,9.23,0.076
3.75,0.136,8.9,0.188,0.043,0.562,1.23,0.115,8.75,0.075
0.408,0.129,1.73,0.191,0.042,0.582,1.19,0.113,8.71,0.074
0.251,0.129,1.16,0.186,0.041,0.563,1.15,0.11,9.5,0.112
0.209,0.129,1.09,0.19,0.053,1.14,1.11,0.315,12.7,0.232
0.22,0.132,1.1,0.192,0.046,0.595,1.1,0.21,16.7,0.087
0.18,0.136,1.02,0.192,0.046,0.555,1.04,0.157,11.5,0.08
0.212,0.13,1.16,0.184,0.043,0.653,1.04,0.14,10.3,0.096
0.198,0.13,1.03,0.226,0.042,0.594,1.11,0.138,14,0.105
0.189,0.139,0.935,0.224,0.048,0.574,1.1,0.141,16.6,0.119
0.166,0.133,0.904,0.216,0.044,0.537,1.06,0.137,13.1,0.084
0.192,0.12,0.9,0.182,0.042,0.536,1.03,0.127,11.6,0.075
0.158,0.111,0.897,0.177,0.041,0.536,1.01,0.122,10.5,0.073
0.153,0.105,0.895,0.167,0.039,0.541,0.954,0.118,9.62,0.068
0.151,0.095,0.885,0.155,0.047,0.537,0.915,0.115,9.01,0.068
0.152,0.093,0.905,0.154,0.044,0.562,0.878,0.112,8.45,0.069
0.153,0.09,0.916,0.157,0.038,0.561,0.86,0.111,7.9,0.069
0.147,0.088,0.934,0.157,0.036,0.562,0.849,0.109,7.6,0.069
0.187,0.081,1.13,0.155,0.034,0.841,0.836,0.107,7.28,0.07
0.239,0.089,1.39,0.155,0.031,0.771,0.855,0.106,7.15,0.068
0.152,0.096,1.02,0.163,0.031,0.559,0.891,0.105,7.24,0.071
0.149,0.088,1,0.352,0.04,0.545,0.924,0.116,6.98,0.076
0.146,0.104,1.01,0.212,0.037,0.522,0.875,0.125,6.81,0.071
0.16,0.115,1,0.183,0.033,0.522,0.816,0.119,6.74,0.067
0.132,0.094,1.02,0.189,0.027,0.539,0.794,0.115,6.56,0.068
0.134,0.09,1.01,0.651,0.027,0.516,0.797,0.112,6.43,0.079
0.135,0.122,0.977,0.222,0.046,0.512,0.83,0.112,6.4,0.074
0.135,0.126,0.88,0.191,0.049,0.519,0.817,0.111,6.28,0.071
0.164,0.091,1.05,0.167,0.037,0.509,0.838,0.111,6.25,0.075
0.157,0.082,0.921,0.159,0.042,0.512,0.843,0.115,6.36,0.068
0.277,0.079,1.63,0.163,0.039,1.37,0.825,0.116,7.85,0.137
0.415,0.08,1.7,0.196,0.043,0.764,0.924,0.117,26.7,0.102
0.398,0.076,1.88,0.165,0.041,0.583,1.85,0.112,38.7,0.086
0.237,0.078,1.05,0.157,0.033,0.501,6.38,0.109,24,0.079
0.175,0.09,0.956,0.154,0.031,0.455,2.48,0.107,14.8,0.068
0.178,0.078,0.91,0.147,0.035,0.446,1.73,0.106,12,0.067
0.172,0.07,0.934,0.161,0.034,0.525,1.47,0.106,10.7,0.094
0.163,0.106,0.893,0.18,0.035,0.474,1.33,0.107,10.3,0.288
0.199,0.112,1.08,0.181,0.036,0.65,1.22,0.108,9.38,0.076
0.181,0.093,0.972,0.168,0.021,0.523,1.12,0.108,8.79,0.071
0.179,0.08,0.916,0.167,0.021,0.466,1.05,0.102,8.33,0.068
0.185,0.084,0.896,0.165,0.023,0.46,1.01,0.101,8.01,0.072
0.199,0.404,0.987,0.164,0.023,0.446,1.07,0.1,7.73,0.219
0.328,0.315,1.54,0.214,0.039,0.499,1.26,0.094,7.56,0.466
0.228,0.211,0.984,0.201,0.029,0.472,1.6,0.094,7.5,0.208
0.212,0.163,1.05,0.177,0.028,0.641,1.57,0.1,7.45,0.091
0.859,0.154,2.09,0.165,0.037,0.517,1.32,0.101,7.47,0.282
0.671,0.179,2.72,0.162,0.035,1.59,1.21,0.106,7.5,0.352
0.546,0.223,2.83,0.37,0.041,1.58,7.79,0.107,9.21,0.159
0.556,0.141,3.05,0.189,0.035,1.49,8.02,0.109,22,0.175
0.398,0.123,1.65,0.183,0.033,1.29,5.44,0.109,16.3,0.087
0.337,0.125,1.65,0.273,0.039,0.93,3.68,0.108,21.3,0.08
0.217,0.114,1.16,0.187,0.035,0.537,2.85,0.105,17.2,0.073
0.815,0.183,1.82,0.512,0.038,0.535,3.1,0.106,13.1,0.639
0.328,1.15,1.22,0.667,0.036,0.509,3.69,0.109,11.6,0.706
0.259,0.354,1.18,0.264,0.034,0.59,2.74,0.109,10.1,0.171
0.239,0.285,1.29,0.209,0.035,0.523,2.36,0.106,9.5,0.149
0.361,0.23,1.82,0.183,0.034,0.761,2.12,0.105,9.62,0.315
0.526,0.214,2.45,0.318,0.038,1.57,1.83,0.114,13.5,0.217
1.73,0.171,4.48,0.216,0.037,0.834,1.67,0.112,13,0.108
0.628,0.143,2.02,0.192,0.034,1.57,1.57,0.103,12,0.086
2.5,0.135,5.59,0.175,0.034,3.6,1.64,0.102,12.3,0.087
0.963,0.132,2.26,0.175,0.036,1.38,1.88,0.103,40.6,0.081
2.09,0.137,5.43,0.175,0.034,3.12,4.17,0.106,59,0.082
1.26,0.14,2.42,0.202,0.03,1.01,7.82,0.109,52.8,0.086
0.799,0.137,1.75,0.186,0.031,1.71,4.42,0.107,34.4,0.074
0.92,0.129,1.81,0.172,0.03,1.12,3.16,0.102,39,0.073
0.591,0.125,1.29,0.17,0.03,0.694,2.91,0.101,46.1,0.075
0.421,0.116,0.883,0.164,0.028,0.597,2.58,0.097,34,0.068
0.311,0.112,0.769,0.156,0.03,0.562,2.16,0.091,24.6,0.071
0.272,0.114,0.722,0.152,0.031,0.535,1.91,0.091,20.4,0.074
0.249,0.114,0.722,0.152,0.033,0.547,1.76,0.093,17.6,0.068
0.239,0.093,0.706,0.154,0.031,0.518,1.67,0.091,15.4,0.127
0.23,0.091,0.719,0.204,0.035,0.551,1.59,0.093,13.8,1.11
0.327,0.182,1.06,0.636,0.043,0.522,1.51,0.097,12.6,1.05
3.79,0.13,7.25,0.602,0.048,2.43,1.56,0.19,40,0.221
0.705,0.098,1.35,0.428,0.042,0.788,6.13,0.158,39.2,0.115
0.467,0.089,0.913,0.243,0.051,0.578,3.27,0.138,21.7,0.096
0.356,0.093,0.787,0.206,0.047,0.554,2.51,0.13,17.3,0.088
0.297,0.09,0.754,0.204,0.044,0.77,2.18,0.124,15.8,0.083
0.301,0.087,0.952,0.192,0.042,0.635,2.02,0.117,18.1,0.077
0.263,0.076,0.695,0.192,0.041,0.564,1.9,0.117,16.3,0.076
0.237,0.072,0.657,0.17,0.042,0.536,1.75,0.11,16.5,0.138
0.364,0.092,1.32,0.574,0.064,0.533,1.75,0.144,15.3,1.06
0.351,0.094,0.792,0.287,0.051,0.523,1.78,0.134,14.4,0.151
0.369,0.099,1.13,0.219,0.054,1.27,2.85,0.141,14.2,0.11
0.299,0.14,0.735,0.266,0.054,0.575,3.85,0.131,13.7,0.343
0.246,0.111,0.69,0.293,0.048,0.536,2.73,0.114,18.3,0.121
0.232,0.092,0.796,0.216,0.047,0.53,2.28,0.115,14.3,0.099
0.357,0.114,1.44,0.55,0.05,0.554,2.12,0.118,20.5,0.326
0.339,0.133,1.42,0.761,0.05,0.758,2.17,0.126,19.5,0.274
0.442,0.126,2.17,0.448,0.05,1.4,2,0.134,17.2,0.245
1.61,0.183,4.62,0.327,0.052,1.81,2.11,0.134,16.8,1.32
2.17,1.31,3.53,2.43,0.05,2.48,2.37,0.169,26.6,0.218
0.629,0.53,1.66,1.08,0.045,1.76,2.54,0.167,54.1,0.134
0.535,0.241,1.34,0.467,0.042,1.43,2.79,0.129,39.8,0.108
2.91,0.244,6.18,0.452,0.048,2.94,2.56,0.126,45.5,0.239
1.28,0.959,2.92,4.11,0.06,1.37,3.19,0.167,74.4,1.05
0.775,0.526,1.87,1.54,0.048,0.817,5.52,0.16,53.9,0.203
0.511,0.281,1.45,0.544,0.045,0.743,3.5,0.134,37.8,0.135
0.482,0.223,1.48,0.389,0.06,0.636,3.13,0.133,41.7,0.112
0.384,0.197,1.27,0.75,0.06,1.04,2.99,0.148,35.6,0.147
1.19,0.407,2.88,1.19,0.073,3.36,2.76,0.217,51.5,0.339
0.636,0.737,1.6,0.8,0.059,1.15,4.11,0.178,53.4,0.119
0.435,0.34,1.32,0.61,0.056,0.849,3.49,0.144,38.3,0.105
0.374,0.258,1.27,0.56,0.053,0.689,2.84,0.137,32,0.1
0.334,0.217,1.22,0.53,0.05,0.666,2.55,0.133,27.8,0.094
0.318,0.203,1.21,0.51,0.049,0.64,2.35,0.131,24.7,0.094
0.323,0.198,1.35,0.51,0.048,0.91,2.29,0.132,23,0.107
0.325,0.241,1.33,0.52,0.048,0.725,2.51,0.138,25.6,0.133
0.548,0.275,2.16,0.63,0.049,0.952,6.15,0.763,32.8,0.165
0.483,0.27,1.45,0.89,0.057,0.973,15.2,1.56,32.7,0.481
0.472,0.549,1.43,1.58,0.05,1.32,13.7,0.386,28.9,0.117
0.62,3.08,1.94,4.25,0.063,1.63,10.2,0.573,80.3,0.7
0.624,5.46,1.75,4.96,0.062,1.08,7.87,0.928,52.7,0.624
0.408,5.75,1.31,9.11,0.071,0.826,6.01,1.8,39.9,0.469
3.56,2.43,7.74,2.48,0.065,5.42,24.4,0.542,61.5,0.434
1.46,1.33,3.16,1.74,0.057,2.89,46.8,0.434,113,0.289
0.9,0.749,2.44,1.05,0.056,1.8,17.6,0.283,66.3,0.234
0.674,0.577,1.69,0.85,0.052,1.21,13.4,0.252,66.1,0.198
0.518,0.469,1.46,0.78,0.052,0.995,9.6,0.223,54.7,0.168
0.502,0.413,1.42,0.7,0.049,1.23,8.12,0.215,47.9,0.141
0.634,0.366,1.61,0.65,0.045,1.11,7.63,0.202,47.3,0.114
0.427,0.299,1.13,0.59,0.044,0.777,6.16,0.177,38.2,0.089
0.362,0.275,1.11,0.57,0.045,0.703,5.16,0.166,32.3,0.071
0.335,0.262,0.991,0.57,0.043,0.675,4.55,0.164,28.7,0.065
0.32,0.251,0.979,0.55,0.044,0.665,4.15,0.158,26.1,0.065
0.31,0.246,0.997,0.54,0.046,0.663,3.8,0.159,23.9,0.066
0.293,0.234,0.982,0.54,0.044,0.631,3.52,0.162,22,0.07
0.283,0.225,0.973,0.54,0.043,0.655,3.27,0.166,20.5,0.077
0.735,0.227,2.3,0.54,0.046,1.75,3.13,0.169,20.3,0.073
0.433,0.212,1.1,0.52,0.041,0.73,2.99,0.166,20,0.065
0.845,0.227,2.61,0.53,0.048,1.78,2.78,0.165,24,0.525
1.44,0.307,2.97,0.66,0.054,1.51,3.32,0.193,54.4,0.156
1.28,0.241,2.61,0.58,0.047,1.15,4.18,0.196,43.9,0.093
1.24,0.233,2.11,0.54,0.045,1.23,3.54,0.184,40.7,0.083
0.858,0.251,1.74,0.55,0.043,1.48,3.3,0.182,33.8,0.107
1.05,0.245,2.22,0.56,0.049,1.47,3.29,0.199,45.6,0.081
0.656,0.241,1.41,0.94,0.071,1.03,8.47,0.885,72.7,0.447
0.529,0.281,1.18,2.22,0.103,0.872,5.82,5.35,74.1,1.16
0.448,0.307,1.1,2.05,0.094,0.721,5.49,1.74,106,0.297
0.52,0.273,1.85,1.46,0.086,1.37,5.68,0.758,132,0.398
0.711,0.536,1.84,3.88,0.092,1.29,15.9,2.64,176,0.539
1.69,0.46,3.35,1.89,0.092,1.35,9.24,0.84,95.5,0.257
2.31,0.411,4.28,1.85,0.096,2.95,6.99,1.09,68.8,0.627
1.58,1.21,3.12,4.48,0.125,2.84,13.6,2.8,96.7,0.516
2.68,1.14,5.33,2.17,0.111,4.32,16.1,1.28,108,0.377
2.74,1.95,4.73,6.21,0.131,4.16,18.8,6.6,109,0.966
1.04,1.04,1.97,3.32,0.212,2.16,18.9,8.25,85.1,0.686
0.84,0.73,1.61,2.47,0.183,2.46,13.8,4.67,91.1,0.323
0.766,0.907,1.67,6.47,0.219,2.33,15.6,6.51,120,0.376
0.546,0.8,1.29,2.79,0.177,1.5,12.2,2.28,98.2,0.19
0.484,0.634,1.37,1.81,0.159,1.41,9.42,1.1,75.8,0.168
0.463,0.864,1.25,3.4,0.162,1.22,9.64,3.8,109,0.416
0.49,2.52,1.39,5.67,0.164,1.84,9.23,3.69,90.5,0.381
0.679,3.22,1.85,9.06,0.171,2.3,30.4,5.18,333,0.887
2.23,1.93,4.99,3.74,0.156,3.75,23.7,2.82,174,0.317
2.84,2.77,5.21,6.16,0.151,3.37,18.3,2.28,347,0.676
5.45,1.58,8.37,3.88,0.149,4.15,13.9,1.68,191,0.68
3.28,7.48,5.72,20.4,0.227,3.09,43.7,6.62,342,1.22
1.79,7.05,3.35,8.51,0.196,2.36,22.9,2.44,250,0.712
1.01,3.22,2.23,3.26,0.175,1.95,13.4,0.973,113,0.332
2.46,2.57,4.76,3.12,0.18,3.05,11.7,1.45,150,0.322
4.22,3.94,6.91,18.6,0.212,4.34,19,5.84,322,0.6
2.1,2.47,3.85,5.71,0.196,2.9,18.9,3.05,177,0.351
1.14,1.48,2.41,2.78,0.183,1.85,18.6,1.53,234,0.254
1.26,1.07,2.64,2.1,0.185,2.16,15.2,0.919,405,0.207
3.54,0.895,6.56,1.79,0.177,5.61,12.3,0.858,236,0.368
2.48,1.24,4.52,2.14,0.182,4.12,9.73,1.5,141,0.382
2.1,0.973,3.77,1.69,0.167,3.52,8.35,0.82,100,0.235
1.11,0.806,2.25,1.54,0.162,2.28,7.3,0.755,75.4,0.19
0.836,0.702,1.82,1.34,0.154,1.7,6.48,0.656,59.8,0.167
0.653,0.642,1.68,1.21,0.149,1.41,6.03,0.583,50.4,0.156
0.563,0.598,1.52,1.1,0.143,1.23,5.65,0.534,43.8,0.143
0.507,0.567,1.44,1.02,0.138,1.1,5.53,0.508,39.1,0.144
0.463,0.542,1.37,0.945,0.133,1.01,5.2,0.49,35.5,0.141
0.43,0.517,1.33,0.893,0.131,0.97,4.79,0.475,32.1,0.138
0.399,0.493,1.27,0.816,0.127,0.877,4.5,0.454,29.3,0.144
0.381,0.473,1.23,0.768,0.124,0.808,4.32,0.439,27.3,0.136
0.706,0.459,2.17,0.748,0.119,1.98,4.27,0.43,26.5,0.135
0.629,0.447,1.74,0.731,0.12,1.34,4.09,0.426,27.6,0.131
1.49,0.464,4.33,2.72,0.14,2.21,4.26,2.31,91.4,0.331
2.2,1.39,4.59,14.1,0.246,3.02,10.9,10.1,207,0.93
0.998,1.58,2.45,8.2,0.234,2.21,11.2,6.41,136,0.793
1.4,1.9,3.73,7.33,0.226,1.54,12.5,4.4,99.4,1.09
1.21,1.49,2.68,4.49,0.215,1.35,9.6,3.01,88.3,0.547
